mode,team,strategy_id,strategy_name,event_id,event_name,appearances,full_rate,partial_rate,contained_rate,error_rate,blatant_rate,major_rate
standard,balanced+balanced,none,无策略,E01,未佩戴护目镜,2263,0.1847,0.4852,0.1533,0.1768,0.0,0.0
standard,balanced+balanced,none,无策略,E02,试剂瓶标签模糊,3009,0.1622,0.3852,0.2104,0.2423,0.0,0.0
standard,balanced+balanced,none,无策略,E03,实验台杂乱,3129,0.1646,0.4324,0.194,0.209,0.0,0.0
standard,balanced+balanced,none,无策略,E04,废液桶未及时封口,2256,0.3488,0.324,0.1884,0.1387,0.0,0.0
standard,balanced+balanced,none,无策略,E05,挥发性溶剂在开放环境中转移,3189,0.248,0.3942,0.175,0.1828,0.0,0.0
standard,balanced+balanced,none,无策略,E06,有机溶剂附近存在火源,2258,0.2976,0.1639,0.4194,0.1191,0.0,0.0
standard,balanced+balanced,none,无策略,E07,地面少量液体洒漏,1392,0.2371,0.3822,0.1947,0.1861,0.0,0.0
standard,balanced+balanced,none,无策略,E08,玻璃器皿出现裂纹,4526,0.2592,0.3491,0.2064,0.1854,0.0,0.0
standard,balanced+balanced,none,无策略,E09,气瓶未固定,1309,0.2307,0.4629,0.1604,0.1459,0.0,0.0
standard,balanced+balanced,none,无策略,E10,通风橱内堆放过多物品,2034,0.2365,0.3894,0.2586,0.1155,0.0,0.0
standard,balanced+balanced,none,无策略,E11,废液混放产生异常气味,2074,0.188,0.3727,0.2507,0.1885,0.0,0.0
standard,balanced+balanced,none,无策略,E12,加热装置无人值守,1968,0.3404,0.1951,0.3694,0.095,0.0,0.0
standard,balanced+balanced,none,无策略,E13,皮肤接触腐蚀性液体,2954,0.2271,0.4766,0.0,0.0,0.2962,0.0
standard,balanced+balanced,none,无策略,E14,容器内压力异常升高,967,0.3309,0.152,0.4374,0.0796,0.0,0.0
standard,balanced+balanced,none,无策略,E15,实验台出现小型明火,1858,0.4386,0.2508,0.0,0.0,0.3105,0.0
standard,balanced+balanced,none,无策略,E16,刺激性气味明显增强,3879,0.373,0.2323,0.3393,0.0554,0.0,0.0
standard,balanced+balanced,none,无策略,E17,危化品领用记录与实物不一致,3726,0.3849,0.19,0.3459,0.0792,0.0,0.0
standard,balanced+balanced,none,无策略,E18,实验结束后设备未断电且记录缺失,2057,0.2888,0.1361,0.4672,0.1079,0.0,0.0
standard,balanced+balanced,none,无策略,E19,装置软管连接松动并有渗漏,2214,0.2624,0.4092,0.2028,0.1256,0.0,0.0
standard,balanced+balanced,none,无策略,E20,离心样品配平异常,1100,0.3518,0.2255,0.3127,0.11,0.0,0.0
standard,balanced+balanced,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,1073,0.4604,0.1948,0.2908,0.0541,0.0,0.0
standard,balanced+balanced,none,无策略,E22,通风橱前窗开启过高导致气流失效,3085,0.3757,0.2467,0.3028,0.0749,0.0,0.0
standard,balanced+balanced,none,无策略,E23,未知粉末散落并引发刺激性不适,3094,0.2269,0.3571,0.2363,0.1797,0.0,0.0
standard,balanced+balanced,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,2909,0.3812,0.1922,0.3499,0.0767,0.0,0.0
standard,balanced+expert,none,无策略,E01,未佩戴护目镜,2277,0.1928,0.4901,0.1533,0.1638,0.0,0.0
standard,balanced+expert,none,无策略,E02,试剂瓶标签模糊,2924,0.1915,0.3943,0.2055,0.2086,0.0,0.0
standard,balanced+expert,none,无策略,E03,实验台杂乱,3086,0.1857,0.4456,0.175,0.1938,0.0,0.0
standard,balanced+expert,none,无策略,E04,废液桶未及时封口,2253,0.3493,0.3298,0.1877,0.1332,0.0,0.0
standard,balanced+expert,none,无策略,E05,挥发性溶剂在开放环境中转移,3090,0.245,0.3744,0.1913,0.1893,0.0,0.0
standard,balanced+expert,none,无策略,E06,有机溶剂附近存在火源,2318,0.2783,0.1937,0.4176,0.1104,0.0,0.0
standard,balanced+expert,none,无策略,E07,地面少量液体洒漏,1373,0.1996,0.3598,0.2141,0.2265,0.0,0.0
standard,balanced+expert,none,无策略,E08,玻璃器皿出现裂纹,4491,0.2601,0.3572,0.1993,0.1835,0.0,0.0
standard,balanced+expert,none,无策略,E09,气瓶未固定,1335,0.2487,0.4352,0.1813,0.1348,0.0,0.0
standard,balanced+expert,none,无策略,E10,通风橱内堆放过多物品,2137,0.2471,0.3711,0.2714,0.1104,0.0,0.0
standard,balanced+expert,none,无策略,E11,废液混放产生异常气味,2110,0.2213,0.3673,0.2265,0.1848,0.0,0.0
standard,balanced+expert,none,无策略,E12,加热装置无人值守,1954,0.3188,0.1996,0.3889,0.0926,0.0,0.0
standard,balanced+expert,none,无策略,E13,皮肤接触腐蚀性液体,2845,0.2337,0.4587,0.0,0.0,0.3076,0.0
standard,balanced+expert,none,无策略,E14,容器内压力异常升高,1057,0.3226,0.1892,0.4068,0.0814,0.0,0.0
standard,balanced+expert,none,无策略,E15,实验台出现小型明火,1789,0.4494,0.2465,0.0,0.0,0.3041,0.0
standard,balanced+expert,none,无策略,E16,刺激性气味明显增强,3918,0.3813,0.2182,0.354,0.0465,0.0,0.0
standard,balanced+expert,none,无策略,E17,危化品领用记录与实物不一致,3668,0.3719,0.2097,0.3566,0.0619,0.0,0.0
standard,balanced+expert,none,无策略,E18,实验结束后设备未断电且记录缺失,2019,0.2982,0.1481,0.4661,0.0877,0.0,0.0
standard,balanced+expert,none,无策略,E19,装置软管连接松动并有渗漏,2262,0.2745,0.4067,0.2042,0.1145,0.0,0.0
standard,balanced+expert,none,无策略,E20,离心样品配平异常,1005,0.3532,0.2139,0.3274,0.1055,0.0,0.0
standard,balanced+expert,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,1067,0.4574,0.1818,0.2896,0.0712,0.0,0.0
standard,balanced+expert,none,无策略,E22,通风橱前窗开启过高导致气流失效,3182,0.3903,0.2275,0.3026,0.0795,0.0,0.0
standard,balanced+expert,none,无策略,E23,未知粉末散落并引发刺激性不适,3219,0.2029,0.3725,0.2349,0.1898,0.0,0.0
standard,balanced+expert,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,2951,0.3629,0.1942,0.3667,0.0762,0.0,0.0
standard,balanced+learner,none,无策略,E01,未佩戴护目镜,2211,0.2121,0.4622,0.152,0.1737,0.0,0.0
standard,balanced+learner,none,无策略,E02,试剂瓶标签模糊,3007,0.1859,0.3688,0.1935,0.2517,0.0,0.0
standard,balanced+learner,none,无策略,E03,实验台杂乱,3055,0.2056,0.4036,0.1679,0.2229,0.0,0.0
standard,balanced+learner,none,无策略,E04,废液桶未及时封口,2275,0.3266,0.3196,0.2119,0.142,0.0,0.0
standard,balanced+learner,none,无策略,E05,挥发性溶剂在开放环境中转移,3117,0.2387,0.3795,0.1845,0.1973,0.0,0.0
standard,balanced+learner,none,无策略,E06,有机溶剂附近存在火源,2240,0.3116,0.179,0.3933,0.1161,0.0,0.0
standard,balanced+learner,none,无策略,E07,地面少量液体洒漏,1372,0.2208,0.3834,0.2267,0.1691,0.0,0.0
standard,balanced+learner,none,无策略,E08,玻璃器皿出现裂纹,4530,0.251,0.3563,0.189,0.2038,0.0,0.0
standard,balanced+learner,none,无策略,E09,气瓶未固定,1358,0.2747,0.4367,0.1495,0.1392,0.0,0.0
standard,balanced+learner,none,无策略,E10,通风橱内堆放过多物品,2108,0.2595,0.3539,0.2647,0.1219,0.0,0.0
standard,balanced+learner,none,无策略,E11,废液混放产生异常气味,2160,0.2181,0.3667,0.2338,0.1815,0.0,0.0
standard,balanced+learner,none,无策略,E12,加热装置无人值守,2002,0.3357,0.2068,0.3646,0.0929,0.0,0.0
standard,balanced+learner,none,无策略,E13,皮肤接触腐蚀性液体,2934,0.2529,0.4588,0.0,0.0,0.2883,0.0
standard,balanced+learner,none,无策略,E14,容器内压力异常升高,1020,0.3402,0.1716,0.3814,0.1069,0.0,0.0
standard,balanced+learner,none,无策略,E15,实验台出现小型明火,1890,0.4418,0.2407,0.0,0.0,0.3175,0.0
standard,balanced+learner,none,无策略,E16,刺激性气味明显增强,3928,0.3727,0.2205,0.3531,0.0537,0.0,0.0
standard,balanced+learner,none,无策略,E17,危化品领用记录与实物不一致,3674,0.3821,0.1766,0.3525,0.0887,0.0,0.0
standard,balanced+learner,none,无策略,E18,实验结束后设备未断电且记录缺失,1935,0.2956,0.1189,0.4848,0.1008,0.0,0.0
standard,balanced+learner,none,无策略,E19,装置软管连接松动并有渗漏,2242,0.2841,0.4028,0.2034,0.1097,0.0,0.0
standard,balanced+learner,none,无策略,E20,离心样品配平异常,1073,0.356,0.2181,0.3271,0.0988,0.0,0.0
standard,balanced+learner,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,1083,0.4903,0.1717,0.2789,0.0591,0.0,0.0
standard,balanced+learner,none,无策略,E22,通风橱前窗开启过高导致气流失效,3056,0.4038,0.2281,0.2844,0.0838,0.0,0.0
standard,balanced+learner,none,无策略,E23,未知粉末散落并引发刺激性不适,3249,0.2093,0.3755,0.2311,0.1841,0.0,0.0
standard,balanced+learner,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,2827,0.3615,0.1875,0.3658,0.0852,0.0,0.0
standard,balanced+reckless,none,无策略,E01,未佩戴护目镜,2281,0.2315,0.4428,0.1569,0.1688,0.0,0.0
standard,balanced+reckless,none,无策略,E02,试剂瓶标签模糊,2981,0.1869,0.362,0.2144,0.2368,0.0,0.0
standard,balanced+reckless,none,无策略,E03,实验台杂乱,3130,0.2157,0.3824,0.1978,0.2042,0.0,0.0
standard,balanced+reckless,none,无策略,E04,废液桶未及时封口,2221,0.3395,0.3152,0.1954,0.1499,0.0,0.0
standard,balanced+reckless,none,无策略,E05,挥发性溶剂在开放环境中转移,3160,0.2494,0.3589,0.1946,0.1972,0.0,0.0
standard,balanced+reckless,none,无策略,E06,有机溶剂附近存在火源,2295,0.319,0.1795,0.4087,0.0928,0.0,0.0
standard,balanced+reckless,none,无策略,E07,地面少量液体洒漏,1404,0.2521,0.3405,0.2123,0.1952,0.0,0.0
standard,balanced+reckless,none,无策略,E08,玻璃器皿出现裂纹,4356,0.2493,0.345,0.2151,0.1905,0.0,0.0
standard,balanced+reckless,none,无策略,E09,气瓶未固定,1302,0.2435,0.4286,0.1767,0.1513,0.0,0.0
standard,balanced+reckless,none,无策略,E10,通风橱内堆放过多物品,2032,0.2717,0.3351,0.2564,0.1368,0.0,0.0
standard,balanced+reckless,none,无策略,E11,废液混放产生异常气味,2127,0.228,0.3587,0.2219,0.1913,0.0,0.0
standard,balanced+reckless,none,无策略,E12,加热装置无人值守,2006,0.3614,0.2114,0.3385,0.0887,0.0,0.0
standard,balanced+reckless,none,无策略,E13,皮肤接触腐蚀性液体,2915,0.2491,0.4521,0.0,0.0,0.2988,0.0
standard,balanced+reckless,none,无策略,E14,容器内压力异常升高,1002,0.3283,0.1776,0.4092,0.0848,0.0,0.0
standard,balanced+reckless,none,无策略,E15,实验台出现小型明火,1931,0.4133,0.2698,0.0,0.0,0.3169,0.0
standard,balanced+reckless,none,无策略,E16,刺激性气味明显增强,3984,0.3858,0.2093,0.3549,0.0499,0.0,0.0
standard,balanced+reckless,none,无策略,E17,危化品领用记录与实物不一致,3528,0.3931,0.1738,0.3435,0.0896,0.0,0.0
standard,balanced+reckless,none,无策略,E18,实验结束后设备未断电且记录缺失,2090,0.3144,0.1278,0.4555,0.1024,0.0,0.0
standard,balanced+reckless,none,无策略,E19,装置软管连接松动并有渗漏,2201,0.2735,0.3966,0.2013,0.1286,0.0,0.0
standard,balanced+reckless,none,无策略,E20,离心样品配平异常,1101,0.3778,0.178,0.3624,0.0817,0.0,0.0
standard,balanced+reckless,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,1058,0.4565,0.1975,0.2902,0.0558,0.0,0.0
standard,balanced+reckless,none,无策略,E22,通风橱前窗开启过高导致气流失效,3117,0.4222,0.1915,0.3224,0.0638,0.0,0.0
standard,balanced+reckless,none,无策略,E23,未知粉末散落并引发刺激性不适,3186,0.2175,0.3726,0.2326,0.1773,0.0,0.0
standard,balanced+reckless,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,2920,0.4041,0.1658,0.3575,0.0726,0.0,0.0
standard,balanced+safe,none,无策略,E01,未佩戴护目镜,2176,0.2068,0.4573,0.1512,0.1847,0.0,0.0
standard,balanced+safe,none,无策略,E02,试剂瓶标签模糊,2949,0.1567,0.372,0.2245,0.2469,0.0,0.0
standard,balanced+safe,none,无策略,E03,实验台杂乱,3114,0.1949,0.4255,0.166,0.2136,0.0,0.0
standard,balanced+safe,none,无策略,E04,废液桶未及时封口,2255,0.3614,0.3082,0.1951,0.1353,0.0,0.0
standard,balanced+safe,none,无策略,E05,挥发性溶剂在开放环境中转移,3120,0.2452,0.408,0.1734,0.1734,0.0,0.0
standard,balanced+safe,none,无策略,E06,有机溶剂附近存在火源,2221,0.2539,0.2103,0.4205,0.1153,0.0,0.0
standard,balanced+safe,none,无策略,E07,地面少量液体洒漏,1389,0.2059,0.4082,0.1821,0.2037,0.0,0.0
standard,balanced+safe,none,无策略,E08,玻璃器皿出现裂纹,4555,0.2514,0.3655,0.1897,0.1934,0.0,0.0
standard,balanced+safe,none,无策略,E09,气瓶未固定,1338,0.2451,0.4596,0.1487,0.1465,0.0,0.0
standard,balanced+safe,none,无策略,E10,通风橱内堆放过多物品,1968,0.2485,0.3613,0.2591,0.1311,0.0,0.0
standard,balanced+safe,none,无策略,E11,废液混放产生异常气味,2080,0.1928,0.3707,0.2298,0.2067,0.0,0.0
standard,balanced+safe,none,无策略,E12,加热装置无人值守,1959,0.3109,0.2215,0.3543,0.1133,0.0,0.0
standard,balanced+safe,none,无策略,E13,皮肤接触腐蚀性液体,2923,0.2289,0.4666,0.0,0.0,0.3045,0.0
standard,balanced+safe,none,无策略,E14,容器内压力异常升高,984,0.3272,0.1921,0.3841,0.0965,0.0,0.0
standard,balanced+safe,none,无策略,E15,实验台出现小型明火,1900,0.4342,0.2447,0.0,0.0,0.3211,0.0
standard,balanced+safe,none,无策略,E16,刺激性气味明显增强,3898,0.3699,0.2378,0.3245,0.0677,0.0,0.0
standard,balanced+safe,none,无策略,E17,危化品领用记录与实物不一致,3705,0.4051,0.1914,0.3228,0.0807,0.0,0.0
standard,balanced+safe,none,无策略,E18,实验结束后设备未断电且记录缺失,2070,0.2923,0.1188,0.4913,0.0976,0.0,0.0
standard,balanced+safe,none,无策略,E19,装置软管连接松动并有渗漏,2284,0.2544,0.4361,0.2058,0.1038,0.0,0.0
standard,balanced+safe,none,无策略,E20,离心样品配平异常,1073,0.3541,0.1864,0.3504,0.109,0.0,0.0
standard,balanced+safe,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,1065,0.4535,0.2075,0.2854,0.0535,0.0,0.0
standard,balanced+safe,none,无策略,E22,通风橱前窗开启过高导致气流失效,3091,0.3805,0.2417,0.2915,0.0864,0.0,0.0
standard,balanced+safe,none,无策略,E23,未知粉末散落并引发刺激性不适,3169,0.1975,0.3888,0.2228,0.1909,0.0,0.0
standard,balanced+safe,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,2907,0.3571,0.1916,0.3581,0.0932,0.0,0.0
standard,expert+expert,none,无策略,E01,未佩戴护目镜,2206,0.2035,0.4728,0.1546,0.1691,0.0,0.0
standard,expert+expert,none,无策略,E02,试剂瓶标签模糊,2860,0.1776,0.3797,0.207,0.2357,0.0,0.0
standard,expert+expert,none,无策略,E03,实验台杂乱,3118,0.1934,0.4314,0.1783,0.1969,0.0,0.0
standard,expert+expert,none,无策略,E04,废液桶未及时封口,2192,0.3554,0.3166,0.2062,0.1218,0.0,0.0
standard,expert+expert,none,无策略,E05,挥发性溶剂在开放环境中转移,3219,0.2495,0.3756,0.1727,0.2022,0.0,0.0
standard,expert+expert,none,无策略,E06,有机溶剂附近存在火源,2299,0.2714,0.2105,0.4019,0.1161,0.0,0.0
standard,expert+expert,none,无策略,E07,地面少量液体洒漏,1352,0.2078,0.4046,0.1879,0.1997,0.0,0.0
standard,expert+expert,none,无策略,E08,玻璃器皿出现裂纹,4452,0.2399,0.3621,0.2051,0.1929,0.0,0.0
standard,expert+expert,none,无策略,E09,气瓶未固定,1401,0.2598,0.4226,0.1685,0.1492,0.0,0.0
standard,expert+expert,none,无策略,E10,通风橱内堆放过多物品,2033,0.2341,0.366,0.2632,0.1367,0.0,0.0
standard,expert+expert,none,无策略,E11,废液混放产生异常气味,2175,0.2069,0.3848,0.2083,0.2,0.0,0.0
standard,expert+expert,none,无策略,E12,加热装置无人值守,2009,0.3136,0.2115,0.3733,0.1015,0.0,0.0
standard,expert+expert,none,无策略,E13,皮肤接触腐蚀性液体,2975,0.2259,0.485,0.0,0.0,0.2891,0.0
standard,expert+expert,none,无策略,E14,容器内压力异常升高,992,0.2913,0.2137,0.379,0.1159,0.0,0.0
standard,expert+expert,none,无策略,E15,实验台出现小型明火,1903,0.4362,0.2591,0.0,0.0,0.3048,0.0
standard,expert+expert,none,无策略,E16,刺激性气味明显增强,3823,0.3521,0.2278,0.3623,0.0578,0.0,0.0
standard,expert+expert,none,无策略,E17,危化品领用记录与实物不一致,3636,0.3881,0.2016,0.3446,0.0657,0.0,0.0
standard,expert+expert,none,无策略,E18,实验结束后设备未断电且记录缺失,1990,0.2965,0.1367,0.4839,0.0829,0.0,0.0
standard,expert+expert,none,无策略,E19,装置软管连接松动并有渗漏,2215,0.2596,0.4262,0.1923,0.1219,0.0,0.0
standard,expert+expert,none,无策略,E20,离心样品配平异常,996,0.3333,0.2058,0.3363,0.1245,0.0,0.0
standard,expert+expert,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,1183,0.4514,0.197,0.2959,0.0558,0.0,0.0
standard,expert+expert,none,无策略,E22,通风橱前窗开启过高导致气流失效,3137,0.3679,0.2378,0.3216,0.0727,0.0,0.0
standard,expert+expert,none,无策略,E23,未知粉末散落并引发刺激性不适,3166,0.2056,0.3872,0.2198,0.1873,0.0,0.0
standard,expert+expert,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,2933,0.3345,0.1971,0.3808,0.0876,0.0,0.0
standard,expert+learner,none,无策略,E01,未佩戴护目镜,2164,0.2209,0.4441,0.165,0.1701,0.0,0.0
standard,expert+learner,none,无策略,E02,试剂瓶标签模糊,2979,0.1913,0.3867,0.2068,0.2152,0.0,0.0
standard,expert+learner,none,无策略,E03,实验台杂乱,3097,0.2163,0.402,0.1815,0.2002,0.0,0.0
standard,expert+learner,none,无策略,E04,废液桶未及时封口,2267,0.3538,0.3132,0.206,0.127,0.0,0.0
standard,expert+learner,none,无策略,E05,挥发性溶剂在开放环境中转移,3168,0.2465,0.3737,0.1866,0.1932,0.0,0.0
standard,expert+learner,none,无策略,E06,有机溶剂附近存在火源,2263,0.2753,0.1971,0.4132,0.1144,0.0,0.0
standard,expert+learner,none,无策略,E07,地面少量液体洒漏,1385,0.1971,0.4079,0.1856,0.2094,0.0,0.0
standard,expert+learner,none,无策略,E08,玻璃器皿出现裂纹,4462,0.2609,0.3494,0.2028,0.1869,0.0,0.0
standard,expert+learner,none,无策略,E09,气瓶未固定,1290,0.2426,0.4171,0.1698,0.1705,0.0,0.0
standard,expert+learner,none,无策略,E10,通风橱内堆放过多物品,2095,0.253,0.3761,0.243,0.1279,0.0,0.0
standard,expert+learner,none,无策略,E11,废液混放产生异常气味,2178,0.2039,0.3719,0.2222,0.202,0.0,0.0
standard,expert+learner,none,无策略,E12,加热装置无人值守,1919,0.3491,0.1876,0.3679,0.0954,0.0,0.0
standard,expert+learner,none,无策略,E13,皮肤接触腐蚀性液体,2973,0.2368,0.4575,0.0,0.0,0.3058,0.0
standard,expert+learner,none,无策略,E14,容器内压力异常升高,1018,0.335,0.1729,0.4214,0.0707,0.0,0.0
standard,expert+learner,none,无策略,E15,实验台出现小型明火,1816,0.4135,0.2561,0.0,0.0,0.3304,0.0
standard,expert+learner,none,无策略,E16,刺激性气味明显增强,3920,0.3735,0.2099,0.3622,0.0543,0.0,0.0
standard,expert+learner,none,无策略,E17,危化品领用记录与实物不一致,3649,0.4048,0.185,0.345,0.0652,0.0,0.0
standard,expert+learner,none,无策略,E18,实验结束后设备未断电且记录缺失,1930,0.3026,0.1207,0.4845,0.0922,0.0,0.0
standard,expert+learner,none,无策略,E19,装置软管连接松动并有渗漏,2320,0.2737,0.3858,0.2155,0.125,0.0,0.0
standard,expert+learner,none,无策略,E20,离心样品配平异常,1062,0.3446,0.2053,0.3399,0.1102,0.0,0.0
standard,expert+learner,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,1043,0.4545,0.2119,0.2723,0.0614,0.0,0.0
standard,expert+learner,none,无策略,E22,通风橱前窗开启过高导致气流失效,3114,0.3754,0.2331,0.317,0.0745,0.0,0.0
standard,expert+learner,none,无策略,E23,未知粉末散落并引发刺激性不适,3270,0.2076,0.3807,0.2291,0.1826,0.0,0.0
standard,expert+learner,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,2910,0.3605,0.1876,0.3704,0.0814,0.0,0.0
standard,expert+reckless,none,无策略,E01,未佩戴护目镜,2152,0.2356,0.4498,0.1506,0.164,0.0,0.0
standard,expert+reckless,none,无策略,E02,试剂瓶标签模糊,3021,0.2135,0.3592,0.2062,0.2211,0.0,0.0
standard,expert+reckless,none,无策略,E03,实验台杂乱,3140,0.2315,0.3873,0.1803,0.201,0.0,0.0
standard,expert+reckless,none,无策略,E04,废液桶未及时封口,2301,0.3477,0.3325,0.1899,0.1299,0.0,0.0
standard,expert+reckless,none,无策略,E05,挥发性溶剂在开放环境中转移,3148,0.2522,0.3628,0.196,0.189,0.0,0.0
standard,expert+reckless,none,无策略,E06,有机溶剂附近存在火源,2268,0.2985,0.194,0.4198,0.0877,0.0,0.0
standard,expert+reckless,none,无策略,E07,地面少量液体洒漏,1384,0.2348,0.3663,0.2088,0.19,0.0,0.0
standard,expert+reckless,none,无策略,E08,玻璃器皿出现裂纹,4373,0.2614,0.3567,0.2072,0.1747,0.0,0.0
standard,expert+reckless,none,无策略,E09,气瓶未固定,1339,0.2532,0.4451,0.165,0.1367,0.0,0.0
standard,expert+reckless,none,无策略,E10,通风橱内堆放过多物品,2090,0.2622,0.3493,0.2517,0.1368,0.0,0.0
standard,expert+reckless,none,无策略,E11,废液混放产生异常气味,2132,0.2092,0.3541,0.2284,0.2083,0.0,0.0
standard,expert+reckless,none,无策略,E12,加热装置无人值守,1990,0.3698,0.1794,0.3588,0.092,0.0,0.0
standard,expert+reckless,none,无策略,E13,皮肤接触腐蚀性液体,2977,0.2335,0.4662,0.0,0.0,0.3003,0.0
standard,expert+reckless,none,无策略,E14,容器内压力异常升高,1099,0.3285,0.1756,0.414,0.0819,0.0,0.0
standard,expert+reckless,none,无策略,E15,实验台出现小型明火,1810,0.4271,0.2635,0.0,0.0,0.3094,0.0
standard,expert+reckless,none,无策略,E16,刺激性气味明显增强,3867,0.3763,0.2035,0.3688,0.0515,0.0,0.0
standard,expert+reckless,none,无策略,E17,危化品领用记录与实物不一致,3610,0.4036,0.1726,0.3548,0.069,0.0,0.0
standard,expert+reckless,none,无策略,E18,实验结束后设备未断电且记录缺失,2065,0.3283,0.1511,0.4436,0.077,0.0,0.0
standard,expert+reckless,none,无策略,E19,装置软管连接松动并有渗漏,2237,0.2857,0.3974,0.1989,0.118,0.0,0.0
standard,expert+reckless,none,无策略,E20,离心样品配平异常,1048,0.3635,0.1937,0.3311,0.1116,0.0,0.0
standard,expert+reckless,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,1079,0.4662,0.1946,0.2836,0.0556,0.0,0.0
standard,expert+reckless,none,无策略,E22,通风橱前窗开启过高导致气流失效,3130,0.4019,0.1933,0.3383,0.0665,0.0,0.0
standard,expert+reckless,none,无策略,E23,未知粉末散落并引发刺激性不适,3226,0.2213,0.3695,0.2334,0.1758,0.0,0.0
standard,expert+reckless,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,2884,0.3866,0.1807,0.3575,0.0752,0.0,0.0
standard,expert+safe,none,无策略,E01,未佩戴护目镜,2242,0.2252,0.4625,0.1445,0.1677,0.0,0.0
standard,expert+safe,none,无策略,E02,试剂瓶标签模糊,2939,0.1994,0.4086,0.1773,0.2147,0.0,0.0
standard,expert+safe,none,无策略,E03,实验台杂乱,3105,0.2106,0.4171,0.1626,0.2097,0.0,0.0
standard,expert+safe,none,无策略,E04,废液桶未及时封口,2265,0.3457,0.3157,0.1991,0.1395,0.0,0.0
standard,expert+safe,none,无策略,E05,挥发性溶剂在开放环境中转移,3114,0.2502,0.3805,0.1721,0.1972,0.0,0.0
standard,expert+safe,none,无策略,E06,有机溶剂附近存在火源,2236,0.2589,0.2062,0.4114,0.1234,0.0,0.0
standard,expert+safe,none,无策略,E07,地面少量液体洒漏,1376,0.2064,0.4266,0.194,0.173,0.0,0.0
standard,expert+safe,none,无策略,E08,玻璃器皿出现裂纹,4458,0.2411,0.3677,0.1934,0.1978,0.0,0.0
standard,expert+safe,none,无策略,E09,气瓶未固定,1332,0.2778,0.4204,0.1614,0.1404,0.0,0.0
standard,expert+safe,none,无策略,E10,通风橱内堆放过多物品,2103,0.2515,0.3481,0.2592,0.1412,0.0,0.0
standard,expert+safe,none,无策略,E11,废液混放产生异常气味,2124,0.1935,0.3842,0.2222,0.2001,0.0,0.0
standard,expert+safe,none,无策略,E12,加热装置无人值守,1886,0.3282,0.2078,0.36,0.1039,0.0,0.0
standard,expert+safe,none,无策略,E13,皮肤接触腐蚀性液体,2897,0.2206,0.4829,0.0,0.0,0.2965,0.0
standard,expert+safe,none,无策略,E14,容器内压力异常升高,1064,0.3242,0.1795,0.4004,0.0959,0.0,0.0
standard,expert+safe,none,无策略,E15,实验台出现小型明火,1839,0.4345,0.2425,0.0,0.0,0.323,0.0
standard,expert+safe,none,无策略,E16,刺激性气味明显增强,3907,0.3471,0.237,0.3425,0.0735,0.0,0.0
standard,expert+safe,none,无策略,E17,危化品领用记录与实物不一致,3746,0.3935,0.1919,0.3441,0.0705,0.0,0.0
standard,expert+safe,none,无策略,E18,实验结束后设备未断电且记录缺失,2003,0.3095,0.1238,0.4813,0.0854,0.0,0.0
standard,expert+safe,none,无策略,E19,装置软管连接松动并有渗漏,2270,0.274,0.4013,0.2062,0.1185,0.0,0.0
standard,expert+safe,none,无策略,E20,离心样品配平异常,1051,0.3463,0.2312,0.3245,0.098,0.0,0.0
standard,expert+safe,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,1087,0.4802,0.1978,0.2677,0.0543,0.0,0.0
standard,expert+safe,none,无策略,E22,通风橱前窗开启过高导致气流失效,3144,0.4119,0.2331,0.2859,0.069,0.0,0.0
standard,expert+safe,none,无策略,E23,未知粉末散落并引发刺激性不适,3210,0.1972,0.3838,0.2318,0.1872,0.0,0.0
standard,expert+safe,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,2886,0.3565,0.2017,0.3555,0.0863,0.0,0.0
standard,learner+learner,none,无策略,E01,未佩戴护目镜,2180,0.255,0.4234,0.1431,0.1784,0.0,0.0
standard,learner+learner,none,无策略,E02,试剂瓶标签模糊,2929,0.2069,0.3626,0.1932,0.2373,0.0,0.0
standard,learner+learner,none,无策略,E03,实验台杂乱,3067,0.2253,0.389,0.1728,0.2129,0.0,0.0
standard,learner+learner,none,无策略,E04,废液桶未及时封口,2211,0.3736,0.3116,0.1918,0.123,0.0,0.0
standard,learner+learner,none,无策略,E05,挥发性溶剂在开放环境中转移,3151,0.2136,0.3631,0.1803,0.2431,0.0,0.0
standard,learner+learner,none,无策略,E06,有机溶剂附近存在火源,2258,0.2489,0.1616,0.4221,0.1674,0.0,0.0
